tipo_cancer,año,casos_hombre_raza_blanca,casos_mujer_raza_blanca,casos_hombre_raza_negra,casos_mujer_raza_negra,muertes_hombre_raza_blanca,muertes_mujer_raza_blanca,muertes_hombre_raza_negra,muertes_mujer_raza_negra
Urinary System,1980,53.81,15.39,28.08,15.15,15.4,5.3,10.66,5.94
Urinary System,1981,53.85,16.35,38.2,12.34,15.11,5.34,12.22,5.86
Urinary System,1982,52.03,16.64,34.04,11.65,15.37,5.25,12.08,6.11
Urinary System,1983,54.46,16.0,34.44,13.48,15.03,5.33,12.42,5.61
Urinary System,1984,56.09,16.52,32.87,13.66,14.89,5.2,12.12,6.13
Urinary System,1985,54.66,16.84,32.87,15.2,14.73,5.27,13.14,5.66
Urinary System,1986,56.52,17.24,38.52,14.18,14.61,5.34,11.46,6.05
Urinary System,1987,58.77,17.01,38.46,15.89,14.53,5.28,12.34,5.85
Urinary System,1988,57.84,17.28,34.48,15.68,14.22,5.25,11.91,5.99
Urinary System,1989,57.7,18.07,34.2,15.8,14.63,5.28,13.4,6.21
Urinary System,1990,57.42,17.97,35.69,16.24,14.69,5.33,13.03,6.3
Urinary System,1991,57.92,17.78,38.95,17.24,14.66,5.42,13.26,6.34
Urinary System,1992,57.93,18.84,39.62,14.76,14.73,5.49,12.86,5.9
Urinary System,1993,56.77,18.57,42.73,18.02,14.74,5.2,12.79,5.95
Urinary System,1994,57.66,18.73,39.14,16.36,14.64,5.45,12.94,6.25
Urinary System,1995,56.55,18.54,41.07,17.34,14.61,5.37,12.26,6.48
Urinary System,1996,57.74,18.56,39.11,19.27,14.61,5.34,11.98,6.24
Urinary System,1997,57.29,18.56,41.86,17.79,14.36,5.46,12.58,6.06
Urinary System,1998,60.52,19.03,39.52,16.1,14.57,5.31,12.0,5.73
Urinary System,1999,59.44,19.07,42.59,20.2,14.23,5.13,12.1,6.01
Urinary System,2000,62.01,19.27,41.65,21.1,14.49,5.28,12.17,5.59
Urinary System,2001,61.9,20.0,43.54,18.38,14.61,5.23,11.85,5.97
Urinary System,2002,60.12,20.02,42.27,20.54,14.56,5.35,11.73,6.17
Urinary System,2003,61.71,21.32,43.41,16.99,14.32,5.21,11.91,5.71
Urinary System,2004,62.09,20.83,46.33,20.06,14.49,5.22,11.21,5.72
Urinary System,2005,63.88,20.74,49.13,20.41,14.4,5.24,12.3,5.41
Urinary System,2006,63.27,21.65,40.94,20.51,14.33,5.12,11.89,5.58
Urinary System,2007,66.33,21.44,49.26,21.55,14.35,5.12,11.74,5.83
Urinary System,2008,64.57,22.0,53.52,20.99,14.33,5.05,10.81,5.25
Urinary System,2009,63.21,20.5,52.94,19.99,14.2,4.91,11.48,5.32
Urinary System,2010,64.0,20.71,51.32,20.32,14.33,4.96,11.13,5.23
Urinary System,2011,63.09,20.97,48.17,20.58,14.26,4.98,10.85,5.47
Urinary System,2012,62.47,21.54,51.04,19.58,14.2,4.82,11.01,4.75
Urinary System,2013,62.13,20.11,52.7,21.34,14.28,4.88,10.85,4.82
Urinary System,2014,61.76,20.69,54.78,20.75,13.97,4.65,11.56,4.84
Urinary System,2015,62.74,20.24,47.61,20.3,14.13,4.8,10.96,4.82
Urinary System,2016,60.28,20.16,47.76,21.38,13.71,4.68,10.75,4.79
Eye and Orbit,1975,1.28,0.92,,,0.2,0.16,0.1,0.09
Eye and Orbit,1976,0.95,0.83,,,0.25,0.17,,
Eye and Orbit,1977,1.15,1.01,,,0.21,0.16,,
Eye and Orbit,1978,1.21,0.88,,,0.22,0.15,,
Eye and Orbit,1979,1.06,0.81,,,0.19,0.14,,0.09
Eye and Orbit,1980,1.12,0.88,,,0.17,0.13,,
Eye and Orbit,1981,1.14,0.83,,,0.16,0.11,,
Eye and Orbit,1982,1.22,0.87,,,0.18,0.13,,
Eye and Orbit,1983,1.05,0.86,,,0.16,0.12,,
Eye and Orbit,1984,1.11,0.87,,,0.18,0.12,,
Eye and Orbit,1985,1.03,0.67,,,0.13,0.12,,
Eye and Orbit,1986,1.05,0.69,,,0.14,0.12,,
Eye and Orbit,1987,1.05,0.72,,,0.14,0.1,0.08,
Eye and Orbit,1988,1.05,0.77,,,0.15,0.11,,
Eye and Orbit,1989,1.07,0.72,,,0.13,0.11,0.07,
Eye and Orbit,1990,1.11,0.76,,,0.15,0.09,,
Eye and Orbit,1991,1.3,0.89,,,0.13,0.09,,
Eye and Orbit,1992,0.99,0.78,,,0.15,0.09,,
Eye and Orbit,1993,1.04,0.83,,,0.13,0.09,,
Eye and Orbit,1994,1.19,0.78,,,0.15,0.11,,
Eye and Orbit,1995,1.32,0.8,,,0.12,0.1,,
Eye and Orbit,1996,1.13,0.81,,,0.14,0.1,,
Eye and Orbit,1997,1.11,0.75,,,0.12,0.09,,
Eye and Orbit,1998,1.07,1.01,,,0.14,0.09,,
Eye and Orbit,1999,1.03,0.84,,,0.1,0.08,,
Eye and Orbit,2000,1.07,0.87,,,0.12,0.07,,
Eye and Orbit,2001,1.03,0.75,,,0.1,0.07,,
Eye and Orbit,2002,1.22,0.87,,,0.1,0.08,,
Eye and Orbit,2003,1.37,0.8,,,0.11,0.07,,
Eye and Orbit,2004,1.13,0.78,,,0.09,0.07,,
Eye and Orbit,2005,1.24,0.95,,,0.12,0.06,,
Eye and Orbit,2006,1.28,0.89,,,0.09,0.07,,
Eye and Orbit,2007,1.16,0.84,,,0.1,0.08,,
Eye and Orbit,2008,0.9,0.86,,,0.1,0.08,,
Eye and Orbit,2009,1.08,0.96,,,0.1,0.09,,
Eye and Orbit,2010,1.19,0.81,,,0.11,0.08,,
Eye and Orbit,2011,1.2,0.82,,,0.1,0.08,,
Eye and Orbit,2012,1.23,0.93,,,0.11,0.07,,
Eye and Orbit,2013,1.37,1.06,,,0.12,0.09,,
Eye and Orbit,2014,1.1,0.9,,,0.13,0.08,,
Eye and Orbit,2015,1.32,0.95,,,0.11,0.09,,
Eye and Orbit,2016,1.14,0.86,,,0.12,0.09,,
Brain and Other Nervous System,1975,7.31,5.28,4.31,3.88,5.2,3.6,3.2,1.75
Brain and Other Nervous System,1976,7.51,5.03,5.37,,5.5,3.74,3.54,1.98
Brain and Other Nervous System,1977,8.26,5.27,5.17,2.47,5.69,3.77,2.99,2.18
Brain and Other Nervous System,1978,7.19,5.19,4.34,3.51,5.82,3.91,3.36,2.18
Brain and Other Nervous System,1979,8.03,5.37,4.19,3.23,5.5,3.64,3.3,2.11
Brain and Other Nervous System,1980,8.2,5.65,3.35,2.92,5.77,3.66,3.04,2.02
Brain and Other Nervous System,1981,8.44,5.63,7.24,3.16,5.58,3.8,3.31,1.98
Brain and Other Nervous System,1982,8.57,5.64,4.4,3.05,5.67,3.88,3.37,2.09
Brain and Other Nervous System,1983,8.2,5.74,3.79,1.84,5.64,3.85,2.91,2.18
Brain and Other Nervous System,1984,7.64,5.49,5.34,3.88,5.86,4.0,3.35,1.94
Brain and Other Nervous System,1985,9.07,6.07,5.62,4.18,5.92,3.99,3.22,2.02
Brain and Other Nervous System,1986,8.6,6.34,4.75,3.41,5.9,3.87,3.47,2.27
Brain and Other Nervous System,1987,8.73,6.68,5.63,3.13,6.0,4.17,3.55,2.36
Brain and Other Nervous System,1988,8.58,6.37,4.48,4.38,6.21,4.0,3.63,2.39
Brain and Other Nervous System,1989,9.25,5.91,5.93,4.12,6.15,4.12,3.47,2.23
Brain and Other Nervous System,1990,8.75,6.63,5.18,3.64,6.3,4.24,3.66,2.42
Brain and Other Nervous System,1991,9.29,6.24,4.43,3.09,6.37,4.37,3.42,2.41
Brain and Other Nervous System,1992,9.48,6.17,4.13,3.28,6.26,4.3,3.41,2.39
Brain and Other Nervous System,1993,8.87,6.15,3.97,3.8,6.23,4.17,3.59,2.27
Brain and Other Nervous System,1994,8.57,5.9,4.52,3.97,6.26,4.25,3.23,2.26
Brain and Other Nervous System,1995,8.6,5.76,5.15,3.31,6.02,4.11,3.4,2.33
Brain and Other Nervous System,1996,8.98,5.81,5.21,3.37,6.14,4.19,3.24,2.21
Brain and Other Nervous System,1997,8.88,6.18,5.3,3.12,6.03,4.13,3.3,2.55
Brain and Other Nervous System,1998,8.45,6.28,4.56,4.08,6.06,4.12,3.39,2.24
Brain and Other Nervous System,1999,9.22,6.37,5.05,2.7,6.04,4.1,3.28,2.29
Brain and Other Nervous System,2000,9.12,6.22,5.47,3.74,5.96,3.93,3.28,2.24
Brain and Other Nervous System,2001,8.68,6.17,5.2,3.38,5.88,3.86,3.13,2.19
Brain and Other Nervous System,2002,8.96,6.36,5.5,3.36,5.83,3.9,3.2,2.21
Brain and Other Nervous System,2003,8.37,6.33,4.49,4.65,5.73,3.92,3.36,2.11
Brain and Other Nervous System,2004,8.9,6.48,4.66,3.61,5.59,3.82,2.98,2.04
Brain and Other Nervous System,2005,8.71,6.42,4.97,4.16,5.69,3.84,3.23,1.99
Brain and Other Nervous System,2006,8.79,5.75,4.31,3.47,5.53,3.67,2.91,1.93
Brain and Other Nervous System,2007,8.77,6.04,4.87,4.36,5.52,3.78,2.75,2.07
Brain and Other Nervous System,2008,8.91,6.5,4.47,2.97,5.65,3.77,3.15,2.01
Brain and Other Nervous System,2009,8.97,6.35,4.3,4.86,5.72,3.88,2.98,2.17
Brain and Other Nervous System,2010,8.28,6.36,4.51,3.96,5.63,3.68,3.08,2.15
Brain and Other Nervous System,2011,8.68,6.39,4.9,4.05,5.66,3.76,2.82,2.01
Brain and Other Nervous System,2012,8.52,6.17,5.91,3.52,5.84,3.85,3.44,2.14
Brain and Other Nervous System,2013,8.26,6.32,5.0,3.26,5.65,3.95,3.16,1.89
Brain and Other Nervous System,2014,8.6,5.81,3.98,3.06,5.87,3.87,3.3,2.42
Brain and Other Nervous System,2015,8.87,6.15,3.98,3.37,5.83,3.93,3.15,2.17
Brain and Other Nervous System,2016,8.21,5.63,4.4,3.27,5.97,3.99,3.19,2.11
Endocrine System,1975,3.26,6.77,2.52,4.47,0.78,0.94,0.55,0.79
Endocrine System,1976,3.57,6.82,,5.54,0.81,0.91,0.83,0.77
Endocrine System,1977,3.96,7.61,3.01,6.04,0.83,0.88,0.91,0.89
Endocrine System,1978,3.54,7.32,,4.34,0.83,0.87,0.71,0.85
Endocrine System,1979,3.19,6.69,2.76,4.73,0.8,0.87,0.62,0.79
Endocrine System,1980,2.83,6.6,2.23,4.04,0.77,0.84,0.78,0.83
Endocrine System,1981,3.11,6.62,,3.6,0.81,0.84,0.65,1.05
Endocrine System,1982,3.37,6.46,2.21,4.94,0.76,0.81,0.76,0.94
Endocrine System,1983,3.13,7.09,2.71,4.0,0.73,0.8,0.75,0.82
Endocrine System,1984,3.3,7.31,2.52,4.54,0.76,0.8,0.69,1.01
Endocrine System,1985,3.87,7.63,2.65,4.33,0.77,0.74,0.69,0.88
Endocrine System,1986,3.68,7.97,2.89,5.8,0.78,0.81,0.84,0.93
Endocrine System,1987,3.4,7.49,,4.92,0.8,0.76,0.68,0.89
Endocrine System,1988,3.74,7.24,1.95,3.9,0.82,0.73,0.82,0.84
Endocrine System,1989,3.73,8.28,,4.98,0.78,0.74,0.74,0.94
Endocrine System,1990,3.66,8.63,3.27,5.9,0.75,0.76,0.69,0.88
Endocrine System,1991,3.87,8.59,2.73,4.46,0.75,0.72,0.77,0.9
Endocrine System,1992,4.19,8.67,3.67,5.73,0.76,0.8,0.74,0.83
Endocrine System,1993,4.39,8.18,2.93,5.27,0.81,0.78,0.67,0.96
Endocrine System,1994,4.09,9.58,2.79,6.28,0.73,0.75,0.71,0.73
Endocrine System,1995,4.21,9.89,2.16,5.48,0.81,0.72,0.66,0.81
Endocrine System,1996,4.37,10.36,2.99,6.77,0.79,0.77,0.77,0.76
Endocrine System,1997,4.54,11.01,2.87,5.85,0.81,0.74,0.74,0.88
Endocrine System,1998,4.87,11.03,2.26,6.76,0.77,0.76,0.62,0.88
Endocrine System,1999,4.64,11.56,2.41,7.56,0.82,0.74,0.82,0.8
Endocrine System,2000,5.15,12.33,2.89,7.39,0.85,0.72,0.68,0.99
Endocrine System,2001,5.39,13.41,3.2,7.37,0.87,0.76,0.78,0.91
Endocrine System,2002,6.28,14.98,4.11,8.24,0.79,0.75,0.75,0.83
Endocrine System,2003,5.78,16.31,3.54,8.05,0.77,0.73,0.63,0.71
Endocrine System,2004,6.4,16.77,4.19,10.01,0.8,0.74,0.66,0.82
Endocrine System,2005,7.26,17.94,3.71,9.64,0.83,0.72,0.73,1.0
Endocrine System,2006,7.33,18.72,4.39,10.27,0.8,0.77,0.61,0.88
Endocrine System,2007,7.46,20.59,4.19,11.65,0.82,0.75,0.8,0.94
Endocrine System,2008,7.99,22.15,6.17,10.75,0.82,0.77,0.85,0.84
Endocrine System,2009,8.38,24.11,5.03,14.18,0.82,0.76,0.91,0.98
Endocrine System,2010,7.98,22.93,4.6,13.61,0.84,0.75,0.84,0.86
Endocrine System,2011,8.75,24.14,4.8,14.56,0.85,0.74,0.74,0.78
Endocrine System,2012,9.41,23.75,4.99,15.7,0.82,0.72,0.83,0.84
Endocrine System,2013,9.23,25.03,5.19,14.36,0.84,0.73,0.8,0.89
Endocrine System,2014,9.05,24.79,5.06,15.0,0.86,0.74,0.79,0.98
Endocrine System,2015,9.21,24.61,4.44,14.04,0.85,0.72,0.81,0.91
Endocrine System,2016,8.8,23.41,5.09,13.56,0.86,0.76,0.84,0.82
Lymphoma,1975,17.4,12.74,11.71,6.41,8.88,5.86,6.34,3.64
Lymphoma,1976,16.71,12.92,11.36,6.42,8.66,5.97,5.98,3.36
Lymphoma,1977,17.44,12.91,9.14,7.49,8.59,6.0,6.09,3.81
Lymphoma,1978,18.44,13.31,11.47,6.19,8.91,5.99,6.57,3.25
Lymphoma,1979,18.65,14.03,16.63,7.32,9.01,5.82,5.56,3.49
Lymphoma,1980,18.8,13.7,12.81,8.75,9.0,6.32,6.24,3.59
Lymphoma,1981,20.26,14.97,12.53,5.97,8.85,6.23,5.89,3.87
Lymphoma,1982,20.1,14.74,13.37,12.05,9.43,6.46,6.0,3.91
Lymphoma,1983,21.52,15.1,14.73,10.58,9.51,6.53,6.69,3.68
Lymphoma,1984,23.12,16.34,15.83,8.04,9.69,6.64,6.46,3.86
Lymphoma,1985,23.1,16.67,14.21,9.7,10.16,6.62,6.53,4.38
Lymphoma,1986,24.09,16.16,15.93,10.42,10.3,6.94,7.49,4.2
Lymphoma,1987,26.15,16.77,13.21,11.49,10.09,6.96,7.24,4.08
Lymphoma,1988,26.45,17.84,17.72,10.42,10.5,7.04,7.57,4.19
Lymphoma,1989,27.01,17.34,17.26,11.1,10.97,7.27,8.02,4.54
Lymphoma,1990,27.79,18.27,20.86,13.83,11.19,7.1,7.94,4.52
Lymphoma,1991,28.65,18.23,21.58,12.37,11.35,7.52,8.06,5.1
Lymphoma,1992,27.18,18.76,21.59,12.26,11.52,7.48,8.0,4.9
Lymphoma,1993,27.81,18.45,23.01,12.43,11.26,7.66,8.36,4.8
Lymphoma,1994,29.07,19.35,23.93,10.85,11.86,7.9,7.55,4.97
Lymphoma,1995,29.7,18.69,26.55,13.21,11.89,7.95,8.35,4.82
Lymphoma,1996,28.83,18.89,22.43,14.21,11.94,7.93,8.88,5.1
Lymphoma,1997,28.45,20.42,26.68,13.57,11.98,8.04,9.12,5.31
Lymphoma,1998,27.46,20.65,19.43,14.43,11.89,7.75,8.16,5.22
Lymphoma,1999,28.77,20.34,21.56,13.49,11.37,7.61,7.99,4.71
Lymphoma,2000,29.26,19.74,21.25,12.61,11.21,7.42,7.04,4.48
Lymphoma,2001,28.6,19.42,21.61,15.9,10.9,7.08,7.8,4.82
Lymphoma,2002,28.97,20.89,20.33,15.33,10.64,6.84,7.45,4.68
Lymphoma,2003,29.79,21.08,22.88,16.01,10.38,6.54,6.3,4.55
Lymphoma,2004,30.05,21.95,27.43,17.68,9.85,6.31,6.7,4.47
Lymphoma,2005,30.47,21.03,23.49,17.06,9.73,6.16,6.66,4.12
Lymphoma,2006,29.59,21.31,24.95,15.45,9.35,6.02,6.84,4.23
Lymphoma,2007,31.45,21.46,23.44,15.85,9.2,5.84,6.22,3.9
Lymphoma,2008,30.42,20.53,22.65,17.58,9.02,5.65,5.87,3.73
Lymphoma,2009,30.07,21.07,21.78,15.03,8.91,5.48,6.63,3.71
Lymphoma,2010,30.94,20.75,26.31,15.36,8.63,5.35,6.2,3.9
Lymphoma,2011,28.78,19.52,21.0,14.74,8.65,5.11,6.25,3.63
Lymphoma,2012,29.18,19.97,21.83,17.16,8.38,5.08,5.79,3.74
Lymphoma,2013,28.46,19.5,21.64,15.97,8.1,4.88,5.61,3.56
Lymphoma,2014,29.59,20.02,23.42,13.8,7.96,4.85,5.7,3.64
Lymphoma,2015,29.1,19.71,23.6,13.94,7.84,4.58,5.49,3.46
Lymphoma,2016,27.43,19.1,22.34,16.38,7.58,4.58,5.13,3.25
Myeloma,1975,6.17,3.57,10.86,8.61,3.47,2.23,6.44,4.41
Myeloma,1976,5.77,4.14,11.08,7.9,3.64,2.38,6.92,4.58
Myeloma,1977,6.19,3.95,11.0,7.79,3.64,2.43,7.24,4.42
Myeloma,1978,5.58,3.66,11.13,8.66,3.69,2.45,6.97,4.93
Myeloma,1979,5.4,3.83,15.26,8.31,3.85,2.48,7.42,4.89
Myeloma,1980,5.44,3.75,10.83,9.05,3.83,2.49,7.37,5.23
Myeloma,1981,5.46,4.0,15.23,8.19,3.7,2.54,8.16,5.5
Myeloma,1982,5.87,4.32,13.93,9.72,3.81,2.62,8.56,5.45
Myeloma,1983,6.3,3.72,16.35,11.92,3.97,2.63,8.73,5.58
Myeloma,1984,6.44,4.1,15.23,7.71,3.92,2.73,8.38,5.47
Myeloma,1985,5.96,4.18,12.58,7.24,4.11,2.78,8.57,5.82
Myeloma,1986,6.02,4.13,11.57,10.42,4.12,2.76,9.1,5.95
Myeloma,1987,7.18,4.71,13.48,9.69,4.21,2.72,9.18,5.71
Myeloma,1988,6.37,4.18,12.06,9.81,4.35,2.73,8.14,6.12
Myeloma,1989,6.34,4.18,13.57,8.94,4.3,2.85,8.91,5.92
Myeloma,1990,6.95,4.1,14.62,10.57,4.45,2.87,9.64,5.92
Myeloma,1991,7.2,4.41,15.91,10.64,4.46,2.95,9.59,6.64
Myeloma,1992,7.01,4.75,13.29,10.31,4.36,2.9,9.33,6.32
Myeloma,1993,6.83,3.95,15.69,10.61,4.56,3.04,9.32,6.88
Myeloma,1994,6.32,4.47,15.35,12.01,4.69,2.99,9.68,6.46
Myeloma,1995,6.8,4.34,15.24,10.46,4.61,3.02,9.41,6.9
Myeloma,1996,6.89,4.29,13.51,12.13,4.6,2.94,9.63,6.54
Myeloma,1997,7.08,4.79,14.42,12.02,4.61,2.93,9.24,6.45
Myeloma,1998,7.14,4.46,13.44,11.34,4.41,2.88,9.49,6.77
Myeloma,1999,6.61,4.13,15.46,10.15,4.41,2.91,8.84,6.64
Myeloma,2000,7.67,4.52,10.95,11.07,4.38,2.96,8.76,6.73
Myeloma,2001,6.95,4.41,15.18,10.79,4.41,2.9,8.74,6.29
Myeloma,2002,7.68,4.26,14.09,9.48,4.56,2.87,8.33,6.03
Myeloma,2003,7.19,4.5,14.29,9.26,4.36,2.8,8.44,6.32
Myeloma,2004,7.06,4.35,16.2,10.83,4.16,2.71,8.31,6.04
Myeloma,2005,7.58,4.53,14.73,11.67,4.26,2.67,8.06,5.5
Myeloma,2006,6.96,4.56,15.0,12.24,4.11,2.63,8.28,5.46
Myeloma,2007,7.78,4.11,14.86,10.44,4.18,2.55,7.85,5.84
Myeloma,2008,7.46,4.74,18.01,12.66,4.03,2.38,7.97,5.3
Myeloma,2009,7.83,4.67,17.07,12.47,3.99,2.4,7.61,4.88
Myeloma,2010,7.97,4.94,18.99,11.69,3.89,2.45,7.8,5.48
Myeloma,2011,8.13,5.14,16.75,13.29,4.07,2.48,7.38,5.25
Myeloma,2012,8.06,4.68,19.1,12.1,4.03,2.51,7.41,5.54
Myeloma,2013,8.47,4.77,16.93,12.14,3.96,2.4,7.44,5.7
Myeloma,2014,8.1,4.68,15.89,12.22,3.98,2.4,7.71,5.62
Myeloma,2015,8.32,5.2,15.52,12.02,3.98,2.37,7.32,5.23
Myeloma,2016,8.14,5.0,16.5,12.47,3.84,2.35,7.28,5.1
Leukemia,1975,17.49,10.1,16.33,8.47,11.28,6.29,8.57,5.15
Leukemia,1976,19.12,10.3,14.32,9.39,11.19,6.28,8.49,5.48
Leukemia,1977,17.04,10.52,13.61,7.72,11.11,6.34,8.76,5.51
Leukemia,1978,18.3,10.26,11.42,7.47,11.06,6.28,9.25,4.94
Leukemia,1979,17.56,10.02,13.52,8.64,11.36,6.52,8.9,5.68
Leukemia,1980,17.92,10.12,16.11,9.47,11.51,6.56,9.09,5.67
Leukemia,1981,17.03,9.82,14.47,10.37,11.16,6.31,8.92,5.86
Leukemia,1982,18.77,9.95,15.16,7.91,11.29,6.39,9.36,5.67
Leukemia,1983,18.42,10.07,15.95,10.06,11.19,6.32,9.21,5.9
Leukemia,1984,17.97,10.35,11.87,9.61,10.91,6.47,9.16,5.69
Leukemia,1985,18.32,10.66,17.03,9.3,10.97,6.44,9.62,5.42
Leukemia,1986,18.39,9.92,13.2,8.09,10.97,6.23,9.26,5.91
Leukemia,1987,18.48,10.64,17.6,9.26,10.5,6.2,9.41,5.85
Leukemia,1988,18.3,10.03,14.03,9.42,10.79,6.08,9.83,5.58
Leukemia,1989,18.36,11.02,15.8,8.11,10.75,6.26,10.34,5.45
Leukemia,1990,18.3,10.28,14.78,8.89,10.9,6.26,9.96,5.83
Leukemia,1991,17.78,10.6,12.09,9.98,10.64,6.44,10.05,5.8
Leukemia,1992,18.72,10.04,13.91,8.42,10.94,6.24,9.41,5.68
Leukemia,1993,18.04,10.37,15.29,9.14,10.84,6.16,9.76,5.77
Leukemia,1994,17.98,10.77,12.71,7.78,10.78,6.13,9.59,5.54
Leukemia,1995,18.93,11.27,13.69,7.42,11.03,6.05,9.75,5.53
Leukemia,1996,17.86,10.9,14.0,8.73,10.71,6.13,10.09,5.9
Leukemia,1997,18.8,10.68,14.23,8.29,10.68,6.01,9.23,5.29
Leukemia,1998,18.19,11.04,14.44,7.27,10.31,5.91,9.37,5.55
Leukemia,1999,18.03,10.17,14.23,8.27,10.47,6.09,8.78,5.43
Leukemia,2000,18.89,11.24,14.05,10.34,10.54,6.05,9.07,5.27
Leukemia,2001,19.99,12.01,14.6,10.2,10.46,6.02,8.8,5.41
Leukemia,2002,19.5,11.19,12.07,7.09,10.46,5.85,8.91,5.38
Leukemia,2003,19.25,11.07,15.09,9.06,10.37,5.76,8.47,5.3
Leukemia,2004,19.2,11.39,17.84,10.04,10.04,5.64,8.94,5.39
Leukemia,2005,19.77,11.11,13.1,10.41,10.14,5.63,8.11,4.78
Leukemia,2006,18.71,12.43,15.4,8.48,9.97,5.66,8.84,4.7
Leukemia,2007,19.24,11.23,13.77,7.75,9.86,5.46,8.07,5.05
Leukemia,2008,19.74,11.43,15.08,8.13,9.83,5.49,8.65,4.78
Leukemia,2009,18.99,11.25,15.43,8.68,9.86,5.41,8.14,4.71
Leukemia,2010,20.4,11.91,14.73,8.87,9.58,5.37,7.46,4.59
Leukemia,2011,20.06,12.12,15.1,10.8,9.6,5.39,7.74,4.85
Leukemia,2012,19.43,12.34,15.32,9.8,9.57,5.22,7.56,4.62
Leukemia,2013,19.78,12.04,15.66,8.88,9.43,5.23,7.7,4.37
Leukemia,2014,19.91,11.76,14.32,9.3,9.21,5.15,7.17,4.37
Leukemia,2015,18.99,11.38,12.5,9.6,8.82,4.82,6.84,4.15
Leukemia,2016,19.19,11.07,15.29,9.52,8.64,4.91,6.87,4.49
Miscellaneous Malignant Cancer,1975,14.56,12.06,19.99,14.78,14.35,10.86,22.44,16.09
Miscellaneous Malignant Cancer,1976,15.8,11.92,20.48,14.38,14.38,10.86,23.19,16.08
Miscellaneous Malignant Cancer,1977,16.31,11.76,17.69,13.76,14.75,10.9,24.04,16.16
Miscellaneous Malignant Cancer,1978,16.45,11.77,22.71,12.41,15.19,10.99,25.05,17.0
Miscellaneous Malignant Cancer,1979,15.33,11.69,21.21,15.09,16.88,11.73,27.36,17.26
Miscellaneous Malignant Cancer,1980,16.32,12.97,20.72,14.77,17.77,12.08,27.0,17.62
Miscellaneous Malignant Cancer,1981,15.48,12.7,23.72,18.3,17.49,12.38,27.45,16.92
Miscellaneous Malignant Cancer,1982,16.13,12.02,19.12,12.64,17.82,12.62,27.2,17.09
Miscellaneous Malignant Cancer,1983,14.37,11.37,22.53,14.95,18.69,12.41,30.04,17.64
Miscellaneous Malignant Cancer,1984,15.06,11.11,20.62,16.09,18.39,12.57,30.03,17.65
Miscellaneous Malignant Cancer,1985,14.19,10.65,22.75,15.45,19.03,12.66,31.07,17.59
Miscellaneous Malignant Cancer,1986,16.15,10.88,16.67,12.82,19.47,13.01,28.38,18.07
Miscellaneous Malignant Cancer,1987,16.19,11.23,19.38,15.97,19.28,12.82,30.84,17.81
Miscellaneous Malignant Cancer,1988,15.87,12.18,21.13,15.34,19.58,12.76,28.69,17.29
Miscellaneous Malignant Cancer,1989,14.93,12.06,17.47,15.27,18.69,12.44,29.63,16.19
Miscellaneous Malignant Cancer,1990,14.54,11.49,22.33,14.28,17.28,11.75,26.91,15.93
Miscellaneous Malignant Cancer,1991,14.76,10.71,23.01,14.84,17.62,11.84,27.53,15.42
Miscellaneous Malignant Cancer,1992,14.56,10.67,20.83,17.12,17.92,11.76,25.55,15.91
Miscellaneous Malignant Cancer,1993,14.83,11.22,18.79,15.73,18.42,12.21,27.18,15.81
Miscellaneous Malignant Cancer,1994,14.32,11.41,19.3,12.34,17.99,12.24,25.79,16.09
Miscellaneous Malignant Cancer,1995,13.69,10.33,17.58,13.99,17.6,11.96,26.18,16.06
Miscellaneous Malignant Cancer,1996,13.2,10.01,14.01,15.56,17.46,11.76,24.26,14.87
Miscellaneous Malignant Cancer,1997,12.74,9.54,16.32,13.19,16.28,11.47,23.68,14.94
Miscellaneous Malignant Cancer,1998,12.29,9.18,17.57,12.63,16.1,10.83,21.86,14.26
Miscellaneous Malignant Cancer,1999,11.66,9.55,15.81,11.83,20.98,13.74,27.55,17.09
Miscellaneous Malignant Cancer,2000,10.67,9.28,16.27,10.74,19.19,12.72,25.7,14.87
Miscellaneous Malignant Cancer,2001,11.47,8.56,12.96,10.8,18.66,12.25,25.1,14.78
Miscellaneous Malignant Cancer,2002,10.48,9.0,13.62,13.78,19.04,12.04,24.41,15.31
Miscellaneous Malignant Cancer,2003,10.65,8.51,13.01,9.59,18.36,11.95,23.19,14.28
Miscellaneous Malignant Cancer,2004,10.48,8.4,13.65,11.05,17.79,11.58,23.18,13.43
Miscellaneous Malignant Cancer,2005,9.73,7.98,9.08,8.99,17.73,11.53,21.88,13.15
Miscellaneous Malignant Cancer,2006,9.34,6.82,9.87,9.23,17.29,11.12,21.11,13.04
Miscellaneous Malignant Cancer,2007,9.64,7.0,10.18,8.68,16.95,10.73,20.36,12.29
Miscellaneous Malignant Cancer,2008,8.58,7.13,10.08,9.9,16.55,10.47,20.26,12.04
Miscellaneous Malignant Cancer,2009,8.3,6.54,8.67,7.13,16.33,10.39,19.05,11.82
Miscellaneous Malignant Cancer,2010,8.76,6.29,7.85,8.23,16.08,10.08,18.51,11.09
Miscellaneous Malignant Cancer,2011,8.49,6.07,10.22,7.93,15.9,9.88,18.17,11.13
Miscellaneous Malignant Cancer,2012,7.92,6.06,7.89,6.57,15.58,9.77,17.7,10.26
Miscellaneous Malignant Cancer,2013,8.55,5.66,8.34,6.13,15.11,9.45,17.02,10.74
Miscellaneous Malignant Cancer,2014,8.29,6.55,10.34,7.32,14.93,9.58,16.42,10.19
